probe_id,f0,f1,f2,f3,sigma,target_gap,quadratic_relation_score
119,-0.009952479348088399,0.38428542243749186,0.9119086272400079,0.14369522546733637,0.31989350114996207,0.013439832183371248,0.0
120,-0.24474403707680295,-0.938328898065591,-0.2212083900518934,-0.10347020605474552,0.322664213331786,0.010669120001547294,0.0
121,0.4257027655409297,0.6222385422101661,-0.2857279334369242,-0.5915707058778659,0.3036301059500221,0.029703227383311215,0.0
122,0.5635941403561937,-0.448683392247619,-0.6409850411535958,-0.2649208098558044,0.2777903326792765,0.05554300065405682,0.0
123,-0.37330375101316243,0.4782125634491317,-0.7911003440583253,-0.07821316557787662,0.30485602262717415,0.028477310706159165,0.0
124,0.2692110328778726,-0.6686261606123168,-0.6809019025935067,-0.12975775956066707,0.2957376734768965,0.037595659856436814,0.0
125,0.2781229927692094,-0.23312638156993473,-0.021736745170447443,-0.9315724368070379,0.300988327853832,0.03234500547950131,0.0
126,-0.9603865776185583,0.004161891855663517,0.2736078826150529,0.05271647519705984,0.2622801165407457,0.07105321679258764,0.0
127,0.12473790649028382,0.0500003083283945,-0.6112222264576321,-0.7799665465490566,0.3228969766094161,0.01043635672391724,0.0
128,0.030359897505464913,0.3133602958047225,-0.07153976296300711,-0.9464489758839781,0.33160144904620686,0.0017318842871264506,0.0
129,-0.3252511307243573,0.15368735599224895,0.8748743274207971,-0.3243251605883309,0.31862394470821254,0.014709388625120778,0.0
130,0.25966198177359684,0.8594040455002139,0.3193973508992617,0.30329140119332165,0.32236461281112927,0.010968720522204045,0.0
131,0.07406393684173962,0.4331819548073807,-0.34923348505311164,0.8275892098175383,0.23423411798267124,0.09909921535066207,0.0
132,0.6131407926798034,0.09690969972290409,-0.23626653279971077,-0.7475593648202142,0.309045123103544,0.02428821022978933,0.0
133,0.6804441274068271,0.046753755308338224,-0.7306535582771344,0.030907177468864937,0.3109128533801423,0.02242047995319102,0.0
134,0.8745953003363284,0.04393037459501054,0.45022396124275527,0.1745037751466477,0.283332038668826,0.05000129466450731,0.0
135,-0.5479005385448367,0.2469530944929061,0.15326951880209672,-0.7844282144268074,0.3315781724579545,0.0017551608753788028,0.0
136,-0.5500463406359277,0.2837674277665293,-0.23624739610113268,-0.749074253947649,0.3138522992450926,0.0194810340882407,0.0
137,-0.7108315154457221,-0.3879088690132619,0.4622585946474348,0.36133399738271094,0.29206700549890974,0.04126632783442358,0.0
138,0.9483441105492842,0.11775708770911562,-0.2855190123761298,0.07249558505532576,0.2888655651238079,0.044467768209525416,0.0
139,-0.4965229518340921,-0.02985197880306416,0.8502684905043835,0.17209680914792796,0.30725054312817063,0.026082790205162687,0.0
140,0.13067921012514963,0.8726718276128864,-0.31955667078141964,0.34532645350587776,0.3087881699289366,0.02454516340439672,0.0
141,-0.7700527969278834,0.5836976291446945,0.2506355123422881,-0.059140575135225984,0.3068503200863463,0.02648301324698704,0.0
142,0.453004582874937,-0.7709762946152785,-0.017890273990988293,-0.44728328733826744,0.3155595293828634,0.017773803950469902,0.0
143,0.5759638899732629,-0.7782695967449587,0.2387627360342044,-0.07452776738080445,0.33094070611775517,0.002392627215578147,0.0
144,0.6070235609101661,0.131361707201451,0.0771624010571115,-0.7799438840353604,0.3236402323819648,0.009693100951368494,0.0
145,-0.5447135621631171,-0.25578577288471416,-0.1421073346553165,0.7859174759620118,0.3292073529126961,0.004125980420637221,0.0
146,-0.7851547693184687,-0.5959771084117343,-0.16751988071982546,-0.01674407445233376,0.31546696385018796,0.01786636948314535,0.0
147,-0.6483545829296408,-0.04111420580251437,0.7309292457575262,-0.20901768961428555,0.3249476564090182,0.008385676924315133,0.0
148,0.330112297067947,0.23759450873141846,0.3904058490877753,0.825928564552197,0.30200917041065334,0.03132416292267998,0.0
149,-0.3874996946693765,0.6174016986991034,-0.643001540167969,0.23496414283081857,0.30534061676562385,0.027992716567709464,0.0
150,-0.17949919662835634,-0.28030449207061087,0.72078573335193,-0.6080109840546732,0.2989617818536044,0.03437155147972892,0.0
151,0.41293248553687467,0.015188447365878169,-0.6843841916297769,-0.6007281845412361,0.30170990505198475,0.031623428281348565,0.0
