sample_id,source_index,f0,f1,f2,f3,operator_norm,top_eigenvalue,s2,s4,s6,s8,projective_distance_to_axis_register
28,280,-0.1659717142373339,0.8521356651887697,-0.49401896885114216,0.04757579848691672,0.2873270448115915,0.0825568306801623,2.4999999999999987,1.1041521787598274,0.5673318049158566,0.31517296381033594,0.6162404985013302
29,290,-0.24222914553252423,-0.36441836451542275,0.42272180161116324,0.7936186584885084,0.31288859329893354,0.09789927181658543,2.5000000000000004,1.314984679139361,0.8728942854683266,0.6506882132389398,0.3834158017729756
30,300,0.6732217066752552,-0.1187317566640492,0.5273863364845636,0.5045185385197619,0.2598862111410085,0.06754084274122886,2.5000000000000013,0.9509934224390406,0.3998365625786858,0.17570020874849918,0.7656005328742396
31,310,-0.7833098961171824,-0.3793667008658593,-0.0896456270164454,0.48422120407502917,0.3307556594510079,0.10939930625887109,2.5,1.5576836017374045,1.2060373350157578,1.040035311520307,0.15233849229027818
32,320,-0.25658386348322876,0.26893101885827303,-0.6998545471631197,0.609954458063039,0.28875189558001135,0.08337765720104978,2.5,1.06498205260907,0.5697021705368217,0.3437788118296966,0.5574472012344679
33,330,0.4306346930146912,0.6001432627581804,-0.6358619805292997,-0.22374397657918094,0.28584942922384926,0.08170989618760041,2.500000000000001,1.067478808854243,0.5485832152745399,0.30888344616644087,0.6058946921906507
34,340,0.10077883564366028,0.7213275666354713,0.5860378614218447,-0.3550912458483994,0.22484026925682,0.05055314667947931,2.5,0.7488605470639,0.25502804570208515,0.09408809583109343,0.826791952999128
35,350,0.05090443565823321,-0.4210768961720296,-0.23647152754138254,0.8741762994972421,0.315134871758361,0.09930998739815865,2.5000000000000013,1.3620164527883802,0.9084207930764343,0.6406734966908516,0.4902828993516204
36,360,-0.7347081135577762,0.23616634386584032,0.13451309362349412,-0.621559066816061,0.3279798272477621,0.10757076708147187,2.500000000000001,1.5159164649451986,1.147070119519238,0.9666711339496923,0.20906841444736482
37,370,0.2532035707230299,0.34371524998120007,-0.47092896886761804,-0.7719933192617348,0.3091835493143661,0.09559446716662905,2.500000000000001,1.2774970537836652,0.8167031654907644,0.5840921037974288,0.4227833251922634
38,380,-0.4325459947708199,-0.16298892686651245,0.4213356248501255,-0.7802658927306634,0.3093761849290478,0.09571362380125237,2.5000000000000004,1.2857792661449805,0.8196613490685297,0.5639710608044525,0.49913273673880104
39,390,-0.28447101891501847,0.6790677518344781,-0.6177088728637914,-0.2763674658878345,0.27283820573788115,0.07444068651026636,2.5000000000000004,0.9391357813082909,0.43720012196195446,0.2314493608092487,0.6301230454492258
40,400,0.7772368270108005,0.22763405237604348,-0.5645907795029261,0.15913172102796463,0.32213875201280034,0.10377337554836448,2.500000000000001,1.431628257826235,1.0321047434678385,0.8284412603969828,0.3011513590324864
41,410,-0.5712798279068788,0.6657492800217011,0.169972882166105,-0.44891700090932257,0.3241642422518843,0.10508245595473832,2.5,1.472344789721095,1.069201949312476,0.8336035998035107,0.39587408504889027
42,420,0.8067157272873263,-0.47040553684378805,0.2908043650943502,0.2082334927336607,0.3233093103333904,0.10452891014825254,2.5000000000000004,1.4655848538102363,1.0522807513603556,0.806709363397242,0.3546235252440239
43,430,-0.5064491481332962,-0.2154357827558276,-0.2845458376221307,0.7849397111596295,0.3236773972714858,0.10476705750444325,2.499999999999999,1.4700660657275129,1.059345153149588,0.8182759716868367,0.35168392927291603
44,440,-0.31471584317998774,0.11322053112365502,0.3538707068314851,0.8734475211655088,0.3223239336571226,0.10389271820820116,2.5,1.4525460143543232,1.0337354248833048,0.7827396312763985,0.4358998562597094
45,450,-0.4833344159772643,0.8207477628256759,-0.10680514914098707,-0.28522554630596536,0.3234345465742226,0.10460990591767297,2.5,1.4591809571444003,1.0555568882944615,0.8375119671920515,0.31074763248794623
46,460,-0.8322066478894938,0.21099330688522794,-0.12621063613864603,-0.4969756482803222,0.30641479529740595,0.09389002677715119,2.5000000000000013,1.2409930236245168,0.7770375477796734,0.5418154291174275,0.4563972513323738
47,470,-0.27288835947963974,0.950673450198166,-0.14325120399067764,-0.035085992989329094,0.32041011892858945,0.10266264431183283,2.4999999999999996,1.4236350515074438,0.999012225745904,0.7499249176787077,0.44966449494327804
